symbol,category,regime,signal_date,sector_ticker,ablated_score,exit_reason,strategy_return_pct,days_held,entry_price,target1,stop_loss,target_distance_pct,stop_distance_pct,atr_pct,support20,resistance20,high52w,factor__Market Regime,factor__Sector Strength,factor__Momentum,factor__Price Structure,factor__Volume Confirmation,factor__Relative Strength,factor__Volatility Profile,factor__Risk/Reward Quality,factor__Price Trend,factor__Volume Trend,dist_resistance_pct,dist_52w_high_pct
ADANIENT,Short-Term (Swing),BULLISH,2026-05-26,,68.6,target1,0.911804158283025,0,2982.0,3009.19,2830.4,0.911804158283025,5.083836351441984,3.118650462544891,2328.800048828125,2979.39990234375,2979.39990234375,0.8533333333333334,0.6,0.35,1.0,1.0,1.0,0.5,0.03,,,-0.08719308035714286,-0.08719308035714286
ADANIPORTS,Short-Term (Swing),STRONG_BULLISH,2024-07-23,^CNXINFRA,62.4,target1,1.8037135278514693,2,1508.0,1535.2,1448.15,1.8037135278514693,3.9688328912466764,2.618143304743899,1419.0,1520.0,1621.4000244140625,1.0,0.15,0.5,0.7466666666666666,1.0,0.42000000000000004,1.0,0.05,,,0.7957559681697612,7.519895518173906
ADANIPORTS,Short-Term (Swing),STRONG_BULLISH,2024-07-29,^CNXINFRA,71.7,target1,1.285862905441526,1,1554.5999755859375,1574.59,1490.7,1.285862905441526,4.110380585967343,2.496515275939739,1419.0,1559.0,1621.4000244140625,1.0,1.0,1.0,1.0,0.0,0.63,1.0,0.04,,,0.2830325796450695,4.296928462445632
ADANIPORTS,Short-Term (Swing),STRONG_BULLISH,2024-08-01,^CNXINFRA,77.9,stop_loss,-2.8621128877110658,3,1579.949951171875,1621.0,1534.73,2.5981866576012314,2.8621128877110658,2.32344122927258,1419.0,1604.949951171875,1621.4000244140625,1.0,1.0,0.5,1.0,1.0,0.73,1.0,0.06,,,1.5823286036027335,2.6235054605016632
ADANIPORTS,Short-Term (Swing),STRONG_BULLISH,2024-09-12,^CNXINFRA,61.1,stop_loss,-3.166431495840605,4,1472.949951171875,1532.17,1426.31,4.020506520334233,3.166431495840605,2.0955318463889965,1411.0,1517.0,1621.4000244140625,1.0,0.6,0.5,0.5466666666666666,1.0,0.06,1.0,0.13,,,2.9906005151823996,10.078419373589783
ADANIPORTS,Short-Term (Swing),STRONG_BULLISH,2024-09-20,^CNXINFRA,60.5,stop_loss,-3.8784530386740346,14,1448.0,1501.18,1391.84,3.672651933701654,3.8784530386740346,2.171428604898643,1394.449951171875,1499.5,1621.4000244140625,1.0,0.6,0.5,0.5466666666666666,1.0,0.0,1.0,0.13,,,3.5566298342541436,11.975139807601002
ADANIPORTS,Short-Term (Swing),BEARISH,2024-11-06,^CNXINFRA,61.0,stop_loss,-4.856692053119682,6,1372.949951171875,1444.35,1306.27,5.200484458095622,4.856692053119682,3.101439673664227,1295.9000244140625,1430.050048828125,1621.4000244140625,0.2533333333333333,0.6,1.0,0.5466666666666666,1.0,0.43,0.5,0.12,,,4.158935116863691,18.096076483350622
ADANIPORTS,Short-Term (Swing),BULLISH,2025-03-21,^CNXINFRA,74.0,stop_loss,-4.8553511705685555,14,1196.0,1214.58,1137.93,1.5535117056856063,4.8553511705685555,2.8527724292692396,1036.5,1202.550048828125,1621.4000244140625,0.8533333333333334,1.0,0.85,0.7466666666666666,0.5,1.0,1.0,0.05,,,0.5476629454954013,35.56856391421927
ADANIPORTS,Short-Term (Swing),HIGH_VOLATILITY,2025-04-15,^CNXINFRA,62.1,target1,2.3272727272727334,1,1210.0,1238.16,1149.68,2.3272727272727334,4.98512396694214,3.3651290370883125,1041.5,1225.9000244140625,1621.4000244140625,0.3,1.0,0.5,0.7466666666666666,1.0,0.85,0.5,0.04,,,1.3140516044679753,34.000002017691116
ADANIPORTS,Short-Term (Swing),HIGH_VOLATILITY,2025-04-21,^CNXINFRA,62.7,target1,3.6595730879891875,13,1249.5999755859375,1295.33,1179.26,3.6595730879891875,5.628999436636118,3.4239508201633075,1041.5,1282.5,1621.4000244140625,0.3,1.0,0.5,0.7466666666666666,1.0,0.8699999999999999,0.5,0.08,,,2.632844514792478,29.75352561557053
ADANIPORTS,Short-Term (Swing),STRONG_BULLISH,2025-05-07,^CNXINFRA,66.5,target1,3.788805970149256,5,1340.0,1390.77,1270.7,3.788805970149256,5.171641791044768,3.362626889675578,1041.5,1377.0,1621.4000244140625,1.0,1.0,0.85,0.7466666666666666,0.0,1.0,0.5,0.08,,,2.7611940298507465,21.000001821944963
ADANIPORTS,Short-Term (Swing),STRONG_BULLISH,2025-05-19,^CNXINFRA,61.9,target1,2.8699070764832024,9,1399.0,1439.15,1336.74,2.8699070764832024,4.450321658327372,2.9349565800620647,1181.199951171875,1424.9000244140625,1621.4000244140625,1.0,1.0,0.5,0.7466666666666666,0.0,1.0,1.0,0.06999999999999999,,,1.8513241182317726,15.897071080347569
ADANIPORTS,Short-Term (Swing),BULLISH,2025-06-02,^CNXINFRA,66.8,stop_loss,-3.8591836734693907,10,1470.0,1496.82,1413.27,1.8244897959183604,3.8591836734693907,2.4853690766909997,1292.5999755859375,1482.0,1621.4000244140625,0.8533333333333334,0.6,0.5,1.0,0.5,1.0,1.0,0.05,,,0.8163265306122449,10.299321388711736
ADANIPORTS,Short-Term (Swing),STRONG_BULLISH,2025-06-20,^CNXINFRA,73.9,target1,5.530201342281882,1,1341.0,1415.16,1324.94,5.530201342281882,1.197613721103652,2.440381026426507,1331.5999755859375,1494.0,1604.949951171875,1.0,1.0,0.5,0.5466666666666666,1.0,0.06999999999999999,1.0,1.0,,,11.409395973154362,19.683068692906414
ADANIPORTS,Short-Term (Swing),STRONG_BULLISH,2025-06-30,^CNXINFRA,62.9,stop_loss,-3.4117111743949824,24,1450.300048828125,1508.94,1400.82,4.043297883031682,3.4117111743949824,2.2699961259546533,1331.5999755859375,1494.0,1604.949951171875,1.0,1.0,1.0,0.7466666666666666,0.0,0.05,1.0,0.12,,,3.0131662208234458,10.663303946566822
ADANIPORTS,Short-Term (Swing),BULLISH,2025-09-11,^CNXINFRA,64.4,target1,2.997491938373331,7,1395.5,1437.33,1350.59,2.997491938373331,3.2182013615191796,2.034211515805306,1290.5,1423.0999755859375,1494.0,0.8533333333333334,0.6,0.85,0.0,1.0,0.76,1.0,0.1,,,1.9777839903932282,7.058402006449302
