Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2023-09-11,4779.0,4810.0,4763.0,4806.39990234375,4585.27734375,151600,0.0,0.0
2023-09-12,4843.9501953125,4849.85009765625,4762.60009765625,4820.60009765625,4598.82421875,305478,0.0,0.0
2023-09-13,4820.0,4843.0,4800.25,4808.2998046875,4587.08984375,207142,0.0,0.0
2023-09-14,4814.9501953125,4858.0,4787.5498046875,4844.5,4621.62451171875,249498,0.0,0.0
2023-09-15,4894.89990234375,5149.0,4893.0,5130.5,4894.466796875,1689829,0.0,0.0
2023-09-18,5124.0,5274.89990234375,5094.25,5176.64990234375,4938.49365234375,804973,0.0,0.0
2023-09-20,5176.0,5263.35009765625,5166.10009765625,5182.9501953125,4944.50390625,622924,0.0,0.0
2023-09-21,5168.0,5185.5498046875,5073.10009765625,5085.2001953125,4851.25146484375,640829,0.0,0.0
2023-09-22,5051.0,5084.14990234375,4996.2001953125,5001.0498046875,4770.97265625,498375,0.0,0.0
2023-09-25,5000.0,5060.14990234375,4992.85009765625,5005.4501953125,4775.169921875,539731,0.0,0.0
2023-09-26,5011.0,5102.9501953125,5000.14990234375,5069.2001953125,4835.9873046875,450923,0.0,0.0
2023-09-27,5065.2001953125,5067.5498046875,5018.0,5032.9501953125,4801.4052734375,257406,0.0,0.0
2023-09-28,5047.7998046875,5128.85009765625,4980.14990234375,5006.60009765625,4776.267578125,580065,0.0,0.0
2023-09-29,5029.0,5082.5,5004.89990234375,5063.7001953125,4830.740234375,248079,0.0,0.0
2023-10-03,5065.0,5073.0,4997.10009765625,5016.4501953125,4785.6640625,464531,0.0,0.0
2023-10-04,5011.25,5019.2001953125,4903.0498046875,4918.60009765625,4692.3154296875,256544,0.0,0.0
2023-10-05,4935.0,5039.2998046875,4925.10009765625,5011.0498046875,4780.51171875,657876,0.0,0.0
2023-10-06,5120.0,5120.0,4997.5,5014.60009765625,4783.89892578125,279352,0.0,0.0
2023-10-09,4957.0498046875,5068.7001953125,4957.0498046875,5007.2998046875,4776.9345703125,244083,0.0,0.0
2023-10-10,5007.2998046875,5064.0,5002.2001953125,5037.5,4805.74609375,307502,0.0,0.0
2023-10-11,5055.0,5095.0,5050.0,5064.39990234375,4831.408203125,575680,0.0,0.0
2023-10-12,5085.0,5151.0,5051.10009765625,5106.60009765625,4871.6669921875,472168,0.0,0.0
2023-10-13,5089.9501953125,5123.4501953125,5040.0,5052.39990234375,4819.9599609375,387366,0.0,0.0
2023-10-16,5035.0,5099.39990234375,5032.0,5076.7001953125,4843.14208984375,158560,0.0,0.0
2023-10-17,5083.0,5150.0,5070.0,5141.25,4904.72216796875,318565,0.0,0.0
2023-10-18,5150.0,5198.75,5125.64990234375,5137.35009765625,4901.001953125,360985,0.0,0.0
2023-10-19,5300.0,5495.0,5245.0,5482.60009765625,5230.36865234375,2838352,0.0,0.0
2023-10-20,5450.0,5510.0,5436.89990234375,5489.2998046875,5236.759765625,763919,0.0,0.0
2023-10-23,5453.0498046875,5493.39990234375,5395.0498046875,5405.39990234375,5156.72021484375,451167,0.0,0.0
2023-10-25,5385.0,5423.9501953125,5332.2998046875,5347.2998046875,5101.29248046875,620266,0.0,0.0
2023-10-26,5333.85009765625,5347.4501953125,5236.0,5259.35009765625,5017.38916015625,746266,0.0,0.0
2023-10-27,5265.0,5423.7001953125,5265.0,5373.5498046875,5126.3349609375,843465,0.0,0.0
2023-10-30,5388.0,5397.75,5275.0,5308.89990234375,5064.65966796875,360967,0.0,0.0
2023-10-31,5340.0,5366.14990234375,5292.60009765625,5314.0498046875,5069.572265625,400987,0.0,0.0
2023-11-01,5305.0,5449.5,5305.0,5344.35009765625,5098.478515625,619765,0.0,0.0
2023-11-02,5383.89990234375,5392.85009765625,5285.0,5318.39990234375,5073.72216796875,304362,0.0,0.0
2023-11-03,5357.0,5377.0498046875,5316.60009765625,5368.9501953125,5121.94677734375,448715,0.0,0.0
2023-11-06,5380.0,5427.5,5377.10009765625,5406.85009765625,5158.103515625,394137,0.0,0.0
2023-11-07,5406.85009765625,5445.0,5405.2998046875,5419.0,5169.6943359375,202689,0.0,0.0
2023-11-08,5434.0,5435.25,5381.25,5397.60009765625,5149.279296875,202145,0.0,0.0
2023-11-09,5421.7998046875,5455.0,5382.14990234375,5418.89990234375,5169.5986328125,232773,0.0,0.0
2023-11-10,5409.9501953125,5427.0498046875,5349.0498046875,5392.0498046875,5143.984375,149325,0.0,0.0
2023-11-13,5435.0,5439.7998046875,5395.5498046875,5425.2001953125,5175.60888671875,93497,0.0,0.0
2023-11-15,5525.0,5555.0,5461.10009765625,5536.7001953125,5281.9794921875,640468,0.0,0.0
2023-11-16,5520.0,5583.2998046875,5496.9501953125,5550.89990234375,5295.5263671875,324712,0.0,0.0
2023-11-17,5556.89990234375,5674.9501953125,5479.35009765625,5631.5,5372.41796875,531539,0.0,0.0
2023-11-20,5610.0498046875,5675.9501953125,5606.0,5650.14990234375,5390.2099609375,679425,0.0,0.0
2023-11-21,5640.5,5707.35009765625,5640.0,5685.9501953125,5424.36328125,746193,0.0,0.0
2023-11-22,5680.0,5764.89990234375,5661.2998046875,5751.5498046875,5486.94482421875,497403,0.0,0.0
2023-11-23,5800.0,5945.0,5783.10009765625,5925.25,5652.65380859375,1118718,0.0,0.0
2023-11-24,5940.0,5960.0,5900.0,5930.2998046875,5657.47119140625,297211,0.0,0.0
2023-11-28,5969.7998046875,6039.64990234375,5912.0,5998.14990234375,5722.2001953125,380535,0.0,0.0
2023-11-29,6010.0,6096.39990234375,5973.2998046875,6069.9501953125,5790.69677734375,406974,0.0,0.0
2023-11-30,6095.0,6128.89990234375,6031.0,6090.5498046875,5810.34912109375,501833,0.0,0.0
2023-12-01,6050.0,6090.0,6003.2998046875,6046.0498046875,5767.89599609375,439023,0.0,0.0
2023-12-04,6090.5498046875,6217.7001953125,6087.4501953125,6201.7001953125,5916.3857421875,359158,0.0,0.0
2023-12-05,6194.0498046875,6194.0498046875,6111.10009765625,6140.10009765625,5857.61962890625,565826,0.0,0.0
2023-12-06,6089.0498046875,6096.0,5987.85009765625,6069.9501953125,5790.69677734375,699201,0.0,0.0
2023-12-07,6069.9501953125,6154.4501953125,6063.10009765625,6093.60009765625,5813.2587890625,427407,0.0,0.0
2023-12-08,6115.0,6120.0,6048.0498046875,6075.7001953125,5796.1826171875,233266,0.0,0.0
2023-12-11,6085.0,6145.0,6018.2998046875,6138.39990234375,5855.99755859375,175955,0.0,0.0
2023-12-12,6164.0,6299.9501953125,6149.9501953125,6254.2001953125,5966.47021484375,810900,0.0,0.0
2023-12-13,6259.89990234375,6329.0,6224.35009765625,6316.10009765625,6025.5224609375,373989,0.0,0.0
2023-12-14,6325.0,6360.0,6284.2001953125,6334.85009765625,6043.40966796875,419212,0.0,0.0
2023-12-15,6368.9501953125,6402.10009765625,6256.14990234375,6275.2001953125,5986.50439453125,553522,0.0,0.0
2023-12-18,6275.2001953125,6486.75,6262.14990234375,6465.7001953125,6168.240234375,851061,0.0,0.0
2023-12-19,6470.0,6470.25,6395.89990234375,6419.0,6123.6884765625,377109,0.0,0.0
2023-12-20,6434.0,6466.0,6350.0,6364.4501953125,6071.6484375,385863,0.0,0.0
2023-12-21,6333.2001953125,6345.0,6232.0,6246.35009765625,5958.9814453125,397717,0.0,0.0
2023-12-22,6288.0,6395.0,6264.25,6372.10009765625,6078.9462890625,237213,0.0,0.0
2023-12-26,6379.85009765625,6475.0,6370.0498046875,6464.5498046875,6167.142578125,302139,0.0,0.0
2023-12-27,6470.0,6740.25,6465.2001953125,6709.64990234375,6400.96728515625,1017894,0.0,0.0
2023-12-28,6709.64990234375,6738.64990234375,6666.0,6703.2998046875,6394.90869140625,406228,0.0,0.0
2023-12-29,6729.9501953125,6833.9501953125,6666.0,6797.25,6484.53662109375,345626,0.0,0.0
2024-01-01,6770.0,6795.5,6682.0498046875,6701.10009765625,6392.810546875,253274,0.0,0.0
2024-01-02,6711.0,6736.7998046875,6560.9501953125,6665.0498046875,6358.41845703125,361379,0.0,0.0
2024-01-03,6644.0498046875,7059.85009765625,6604.0,6986.5,6665.080078125,1256275,0.0,0.0
2024-01-04,7025.0,7028.9501953125,6887.0,6922.14990234375,6603.6904296875,619987,0.0,0.0
2024-01-05,6950.0,7084.0,6920.5,6978.5,6657.44775390625,659306,0.0,0.0
2024-01-08,7018.9501953125,7049.85009765625,6961.5,6983.85009765625,6662.5517578125,312733,0.0,0.0
2024-01-09,7341.0,7399.0,7075.89990234375,7093.89990234375,6767.5390625,2125908,0.0,0.0
2024-01-10,7125.0,7139.9501953125,7020.0,7053.75,6729.23583984375,721432,0.0,0.0
2024-01-11,7090.0,7324.89990234375,7075.0,7298.85009765625,6963.06005859375,1031594,0.0,0.0
2024-01-12,7360.0,7360.9501953125,7252.0,7301.9501953125,6966.017578125,434753,0.0,0.0
2024-01-15,7301.9501953125,7301.9501953125,7301.9501953125,7301.9501953125,6966.017578125,0,0.0,0.0
2024-01-16,7339.0,7356.14990234375,7244.0,7293.9501953125,6958.3857421875,272181,0.0,0.0
2024-01-17,7112.0,7210.0,7081.0,7165.9501953125,6836.27490234375,619338,0.0,0.0
2024-01-18,7148.0,7189.25,7071.14990234375,7083.60009765625,6757.712890625,557084,0.0,0.0
2024-01-19,7138.7998046875,7180.0,7105.0,7136.5498046875,6808.2265625,327976,0.0,0.0
